iter	Passed	Remaining
940	24132	1513
941	24158	1487
942	24182	1461
943	24210	1436
944	24237	1410
945	24263	1384
946	24289	1359
947	24315	1333
948	24342	1308
949	24366	1282
950	24390	1256
951	24417	1231
952	24448	1205
953	24474	1180
954	24498	1154
955	24528	1128
956	24553	1103
957	24579	1077
958	24604	1051
959	24628	1026
960	24651	1000
961	24673	974
962	24698	948
963	24723	923
964	24746	897
965	24769	871
966	24795	846
967	24818	820
968	24842	794
969	24870	769
970	24893	743
971	24918	717
972	24943	692
973	24968	666
974	24992	640
975	25015	615
976	25042	589
977	25068	563
978	25094	538
979	25118	512
980	25144	486
981	25170	461
982	25194	435
983	25222	410
984	25247	384
985	25273	358
986	25298	333
987	25325	307
988	25348	281
989	25371	256
990	25395	230
991	25420	205
992	25444	179
993	25469	153
994	25493	128
995	25518	102
996	25541	76
997	25567	51
998	25592	25
999	25617	0
